map_id,plan_id,source_id,statement_id,match,timestep,statement,formula
1,1_1,1_3,1_3_13,FALSE,15,"The player believes that if box 1 does not have a blue key, then box 3 has a blue key.","believes(player, formula(imply(not(exists(and(key(K), iscolor(K, blue)), inside(K, box1))), exists(and(key(K), iscolor(K, blue)), inside(K, box3))))) "
1,1_1,1_3,1_3_14,FALSE,15,The player believes there might be a key in box 1.,"believes(player, might(exists(key(K), inside(K, box1)))) "
1,1_1,1_3,1_3_15,FALSE,15,The player believes there might be a key in box 2.,"believes(player, might(exists(key(K), inside(K, box2)))) "
1,1_1,1_3,1_3_16,FALSE,15,The player is uncertain about the contents of box 3.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box3)), iscolor(K, C))) "
1,1_2,1_1,1_1_1,FALSE,14,The player believes that box 1 contains the blue key.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) "
1,1_2,1_1,1_1_2,FALSE,14,"The player believes that box 1 or 2 contain the blue key, but leans more towards box 1.","believes(player, formula(or(exists(and(key(K), iscolor(K, blue)), inside(K, box1)), exists(and(key(K), iscolor(K, blue)), inside(K, box2)))), more(likely, exists(and(key(K), iscolor(K, blue)), inside(K, box1)), exists(and(key(K), iscolor(K, blue)), inside(K, box2))))"
1,1_2,1_1,1_1_3,FALSE,14,The player believes the blue key is in box 1.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) "
1,1_2,1_2,1_2_1,TRUE,14,The player is sure there must be a blue key in box 3.,"believes(player, must(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) "
1,1_2,1_2,1_2_2,TRUE,14,The player believes box 3 contains a blue key.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) "
1,1_2,1_2,1_2_3,TRUE,14,The player believes that the blue key is in box number 3.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) "
1,1_2,1_2,1_2_4,TRUE,14,The player believes that box 3 is their only chance at a blue key.,"believes(player, formula(and(exists(and(key(K), iscolor(K, blue)), inside(K, box3)), forall(box(B), not(==(B, box3)), not(exists(and(key(K), iscolor(K, blue)), inside(K, B)))))))"
1,1_2,1_2,1_2_5,TRUE,14,The player believes that there should be a key in box 3.,"believes(player, should(exists(key(K), inside(K, box3)))) "
1,1_2,1_2,1_2_6,TRUE,14,The player believes box 3 has the key inside.,"believes(player, formula(exists(key(K), inside(K, box3)))) "
1,1_2,1_2,1_2_7,TRUE,14,The player believes that box 3 contains a blue key.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) "
1,1_2,1_2,1_2_8,TRUE,14,The player believes that box 3 doesn't have a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box3))))) "
1,1_2,1_2,1_2_9,TRUE,14,The player believes a blue key is found in box 3.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) "
1,1_2,1_2,1_2_10,TRUE,14,The player believes that box 1 and 2 are empty.,"believes(player, formula(and(empty(box1), empty(box2)))) "
1,1_2,1_2,1_2_11,TRUE,14,The player believes that box 3 must have a blue key.,"believes(player, must(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) "
1,1_2,1_2,1_2_12,TRUE,14,The player knows that boxes 1 and 2 did not have the blue key.,"knows_that(player, formula(and(not(exists(and(key(K), iscolor(K, blue)), inside(K, box1))), not(exists(and(key(K), iscolor(K, blue)), inside(K, box2)))))) "
1,1_2,1_3,1_3_1,FALSE,14,The player believes the blue key is in box 1.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) "
1,1_2,1_3,1_3_2,FALSE,14,The player believes the blue key could be in box 3.,"believes(player, could(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) "
1,1_2,1_3,1_3_3,FALSE,14,The player believes that box 1 contains the blue key.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) "
1,1_2,1_3,1_3_4,FALSE,14,The player currently believes that box 3 does not contain the blue key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, blue)), inside(K, box3))))) "
1,1_2,1_3,1_3_5,FALSE,14,The player believes there may be a key in box 1.,"believes(player, may(exists(key(K), inside(K, box1)))) "
1,1_2,1_3,1_3_6,FALSE,14,The player believes there may be a key in box 3.,"believes(player, may(exists(key(K), inside(K, box3)))) "
1,1_2,1_3,1_3_7,FALSE,14,The player believes that the key is in box number one.,"believes(player, formula(exists(key(K), inside(K, box1)))) "
1,1_2,1_3,1_3_8,FALSE,14,The player believes that the third box is empty.,"believes(player, formula(empty(box3))) "
1,1_2,1_3,1_3_9,FALSE,14,The player believes the blue key is in box 1.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) "
1,1_2,1_3,1_3_10,FALSE,14,The player believes that box 1 contains the key.,"believes(player, formula(exists(key(K), inside(K, box1)))) "
1,1_2,1_3,1_3_11,FALSE,14,The player believes that box 3 is empty.,"believes(player, formula(empty(box3))) "
1,1_2,1_3,1_3_12,FALSE,14,The player believes that box 1 might have a blue key.,"believes(player, might(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) "
1,1_2,1_3,1_3_13,FALSE,14,"The player believes that if box 1 does not have a blue key, then box 3 has a blue key.","believes(player, formula(imply(not(exists(and(key(K), iscolor(K, blue)), inside(K, box1))), exists(and(key(K), iscolor(K, blue)), inside(K, box3))))) "
1,1_2,1_3,1_3_14,FALSE,14,The player believes there might be a key in box 1.,"believes(player, might(exists(key(K), inside(K, box1)))) "
1,1_2,1_3,1_3_15,FALSE,14,The player believes there might be a key in box 2.,"believes(player, might(exists(key(K), inside(K, box2)))) "
1,1_2,1_3,1_3_16,FALSE,14,The player is uncertain about the contents of box 3.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box3)), iscolor(K, C))) "
1,1_3,1_1,1_1_1,FALSE,11,The player believes that box 1 contains the blue key.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) "
1,1_3,1_1,1_1_2,FALSE,11,"The player believes that box 1 or 2 contain the blue key, but leans more towards box 1.","believes(player, formula(or(exists(and(key(K), iscolor(K, blue)), inside(K, box1)), exists(and(key(K), iscolor(K, blue)), inside(K, box2)))), more(likely, exists(and(key(K), iscolor(K, blue)), inside(K, box1)), exists(and(key(K), iscolor(K, blue)), inside(K, box2))))"
1,1_3,1_1,1_1_3,FALSE,11,The player believes the blue key is in box 1.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) "
1,1_3,1_2,1_2_1,FALSE,11,The player is sure there must be a blue key in box 3.,"believes(player, must(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) "
1,1_3,1_2,1_2_2,FALSE,11,The player believes box 3 contains a blue key.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) "
1,1_3,1_2,1_2_3,FALSE,11,The player believes that the blue key is in box number 3.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) "
1,1_3,1_2,1_2_4,FALSE,11,The player believes that box 3 is their only chance at a blue key.,"believes(player, formula(and(exists(and(key(K), iscolor(K, blue)), inside(K, box3)), forall(box(B), not(==(B, box3)), not(exists(and(key(K), iscolor(K, blue)), inside(K, B)))))))"
1,1_3,1_2,1_2_5,FALSE,11,The player believes that there should be a key in box 3.,"believes(player, should(exists(key(K), inside(K, box3)))) "
1,1_3,1_2,1_2_6,FALSE,11,The player believes box 3 has the key inside.,"believes(player, formula(exists(key(K), inside(K, box3)))) "
1,1_3,1_2,1_2_7,FALSE,11,The player believes that box 3 contains a blue key.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) "
1,1_3,1_2,1_2_8,FALSE,11,The player believes that box 3 doesn't have a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box3))))) "
1,1_3,1_2,1_2_9,FALSE,11,The player believes a blue key is found in box 3.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) "
1,1_3,1_2,1_2_10,FALSE,11,The player believes that box 1 and 2 are empty.,"believes(player, formula(and(empty(box1), empty(box2)))) "
1,1_3,1_2,1_2_11,FALSE,11,The player believes that box 3 must have a blue key.,"believes(player, must(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) "
1,1_3,1_2,1_2_12,FALSE,11,The player knows that boxes 1 and 2 did not have the blue key.,"knows_that(player, formula(and(not(exists(and(key(K), iscolor(K, blue)), inside(K, box1))), not(exists(and(key(K), iscolor(K, blue)), inside(K, box2)))))) "
1,1_3,1_3,1_3_1,TRUE,11,The player believes the blue key is in box 1.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) "
1,1_3,1_3,1_3_2,TRUE,11,The player believes the blue key could be in box 3.,"believes(player, could(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) "
1,1_3,1_3,1_3_3,TRUE,11,The player believes that box 1 contains the blue key.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) "
1,1_3,1_3,1_3_4,TRUE,11,The player currently believes that box 3 does not contain the blue key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, blue)), inside(K, box3))))) "
1,1_3,1_3,1_3_5,TRUE,11,The player believes there may be a key in box 1.,"believes(player, may(exists(key(K), inside(K, box1)))) "
1,1_3,1_3,1_3_6,TRUE,11,The player believes there may be a key in box 3.,"believes(player, may(exists(key(K), inside(K, box3)))) "
1,1_3,1_3,1_3_7,TRUE,11,The player believes that the key is in box number one.,"believes(player, formula(exists(key(K), inside(K, box1)))) "
1,1_3,1_3,1_3_8,TRUE,11,The player believes that the third box is empty.,"believes(player, formula(empty(box3))) "
1,1_3,1_3,1_3_9,TRUE,11,The player believes the blue key is in box 1.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) "
1,1_3,1_3,1_3_10,TRUE,11,The player believes that box 1 contains the key.,"believes(player, formula(exists(key(K), inside(K, box1)))) "
1,1_3,1_3,1_3_11,TRUE,11,The player believes that box 3 is empty.,"believes(player, formula(empty(box3))) "
1,1_3,1_3,1_3_12,TRUE,11,The player believes that box 1 might have a blue key.,"believes(player, might(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) "
1,1_3,1_3,1_3_13,TRUE,11,"The player believes that if box 1 does not have a blue key, then box 3 has a blue key.","believes(player, formula(imply(not(exists(and(key(K), iscolor(K, blue)), inside(K, box1))), exists(and(key(K), iscolor(K, blue)), inside(K, box3))))) "
1,1_3,1_3,1_3_14,TRUE,11,The player believes there might be a key in box 1.,"believes(player, might(exists(key(K), inside(K, box1)))) "
1,1_3,1_3,1_3_15,TRUE,11,The player believes there might be a key in box 2.,"believes(player, might(exists(key(K), inside(K, box2)))) "
1,1_3,1_3,1_3_16,TRUE,11,The player is uncertain about the contents of box 3.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box3)), iscolor(K, C))) "
2,2_1,2_1,2_1_1,TRUE,17,The player thinks box 2 might have a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) "
2,2_1,2_1,2_1_2,TRUE,17,The player believes box 3 does not have a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box3))))) "
2,2_1,2_1,2_1_3,TRUE,17,The player believes box one would have the red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) "
2,2_1,2_1,2_1_4,TRUE,17,The player believes that box two has the red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) "
2,2_1,2_1,2_1_5,TRUE,17,The player believes the red key may be in box 2.,"believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) "
2,2_1,2_1,2_1_6,TRUE,17,The player believes if the red key is not in box 2 then it must be in box 3.,"believes(player, formula(imply(not(exists(and(key(K), iscolor(K, red)), inside(K, box2))), exists(and(key(K), iscolor(K, red)), inside(K, box3))))) "
2,2_1,2_1,2_1_7,TRUE,17,The player believes box 2 might hold a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) "
2,2_1,2_1,2_1_8,TRUE,17,The player believes there should be a key in box 2.,"believes(player, should(exists(key(K), inside(K, box2)))) "
2,2_1,2_1,2_1_9,TRUE,17,The player is unsure what color the key in box 2 will be.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box2)), iscolor(K, C))) "
2,2_1,2_1,2_1_10,TRUE,17,The player is hoping the key in box 2 will be red.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) "
2,2_1,2_1,2_1_11,TRUE,17,The player believes that box 2 and 3 has keys.,"believes(player, formula(and(exists(key(K), inside(K, box2)), exists(key(K), inside(K, box3))))) "
2,2_1,2_1,2_1_12,TRUE,17,The player believes that box 3 is empty.,"believes(player, formula(empty(box3))) "
2,2_1,2_1,2_1_13,TRUE,17,The player believes that box 2 has a key.,"believes(player, formula(exists(key(K), inside(K, box2)))) "
2,2_1,2_1,2_1_14,TRUE,17,The player knows that box 1 did not have the red key.,"knows_that(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box1))))) "
2,2_1,2_1,2_1_15,TRUE,17,The player believes that box 2 might have the red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) "
2,2_1,2_2,2_2_1,FALSE,17,The player believes that box 3 might have a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) "
2,2_1,2_2,2_2_2,FALSE,17,The player believes that box 1 might be empty.,"believes(player, might(empty(box1))) "
2,2_1,2_2,2_2_3,FALSE,17,The player thinks there is a key in box 3.,"believes(player, formula(exists(key(K), inside(K, box3)))) "
2,2_1,2_2,2_2_4,FALSE,17,The player believes that box 1 contains a key.,"believes(player, formula(exists(key(K), inside(K, box1)))) "
2,2_1,2_2,2_2_5,FALSE,17,The player believes that box 3 is empty.,"believes(player, formula(empty(box3))) "
2,2_1,2_2,2_2_6,FALSE,17,The player thinks that box 3 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) "
2,2_1,2_2,2_2_7,FALSE,17,The player thinks that box 1 is empty.,"believes(player, formula(empty(box1))) "
2,2_1,2_2,2_2_8,FALSE,17,The player believes that box 3 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) "
2,2_1,2_2,2_2_9,FALSE,17,The player believes that box 3 is more likely to contain a red key than box 1.,"believes(player, more(likely, exists(and(key(K), iscolor(K, red)), inside(K, box3)), exists(and(key(K), iscolor(K, red)), inside(K, box1)))) "
2,2_1,2_3,2_3_1,FALSE,17,The player believes box 3 is empty.,"believes(player, formula(empty(box3))) "
2,2_1,2_3,2_3_2,FALSE,17,The player believes box 1 or box 2 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box2))))) "
2,2_1,2_3,2_3_3,FALSE,17,The player expects to find a red key in box 1 or 3.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box3))))) "
2,2_1,2_3,2_3_4,FALSE,17,The player thinks that there's more likely to be a red key in box 1 or 3 than box 2.,"believes(player, more(likely, exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box3))), exists(and(key(K), iscolor(K, red)), inside(K, box2)))) "
2,2_1,2_3,2_3_5,FALSE,17,The player believes that box 3 does not contain a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box3))))) "
2,2_1,2_3,2_3_6,FALSE,17,The player believes that box 2 does not contain a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box2))))) "
2,2_1,2_3,2_3_7,FALSE,17,The player thinks that box 1 most likely contains a red key.,"believes(player, most(likely, exists(and(key(K), iscolor(K, red)), inside(K, box1)))) "
2,2_1,2_3,2_3_8,FALSE,17,The player believes that box one holds a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) "
2,2_1,2_3,2_3_9,FALSE,17,The player believes that box two does not hold a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box2))))) "
2,2_1,2_3,2_3_10,FALSE,17,The player believes that box 1 has a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) "
2,2_1,2_3,2_3_11,FALSE,17,The player believes that box 2 is empty.,"believes(player, formula(empty(box2))) "
2,2_1,2_3,2_3_12,FALSE,17,The player believes that box 3 is empty.,"believes(player, formula(empty(box3))) "
2,2_1,2_3,2_3_13,FALSE,17,The player thinks that box 1 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) "
2,2_1,2_3,2_3_14,FALSE,17,The player thinks that boxes 2 and 3 might or might not contain a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3))))) "
2,2_2,2_1,2_1_1,FALSE,11,The player thinks box 2 might have a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) "
2,2_2,2_1,2_1_2,FALSE,11,The player believes box 3 does not have a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box3))))) "
2,2_2,2_1,2_1_3,FALSE,11,The player believes box one would have the red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) "
2,2_2,2_1,2_1_4,FALSE,11,The player believes that box two has the red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) "
2,2_2,2_1,2_1_5,FALSE,11,The player believes the red key may be in box 2.,"believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) "
2,2_2,2_1,2_1_6,FALSE,11,The player believes if the red key is not in box 2 then it must be in box 3.,"believes(player, formula(imply(not(exists(and(key(K), iscolor(K, red)), inside(K, box2))), exists(and(key(K), iscolor(K, red)), inside(K, box3))))) "
2,2_2,2_1,2_1_7,FALSE,11,The player believes box 2 might hold a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) "
2,2_2,2_1,2_1_8,FALSE,11,The player believes there should be a key in box 2.,"believes(player, should(exists(key(K), inside(K, box2)))) "
2,2_2,2_1,2_1_9,FALSE,11,The player is unsure what color the key in box 2 will be.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box2)), iscolor(K, C))) "
2,2_2,2_1,2_1_10,FALSE,11,The player is hoping the key in box 2 will be red.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) "
2,2_2,2_1,2_1_11,FALSE,11,The player believes that box 2 and 3 has keys.,"believes(player, formula(and(exists(key(K), inside(K, box2)), exists(key(K), inside(K, box3))))) "
2,2_2,2_1,2_1_12,FALSE,11,The player believes that box 3 is empty.,"believes(player, formula(empty(box3))) "
2,2_2,2_1,2_1_13,FALSE,11,The player believes that box 2 has a key.,"believes(player, formula(exists(key(K), inside(K, box2)))) "
2,2_2,2_1,2_1_14,FALSE,11,The player knows that box 1 did not have the red key.,"knows_that(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box1))))) "
2,2_2,2_1,2_1_15,FALSE,11,The player believes that box 2 might have the red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) "
2,2_2,2_2,2_2_1,TRUE,11,The player believes that box 3 might have a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) "
2,2_2,2_2,2_2_2,TRUE,11,The player believes that box 1 might be empty.,"believes(player, might(empty(box1))) "
2,2_2,2_2,2_2_3,TRUE,11,The player thinks there is a key in box 3.,"believes(player, formula(exists(key(K), inside(K, box3)))) "
2,2_2,2_2,2_2_4,TRUE,11,The player believes that box 1 contains a key.,"believes(player, formula(exists(key(K), inside(K, box1)))) "
2,2_2,2_2,2_2_5,TRUE,11,The player believes that box 3 is empty.,"believes(player, formula(empty(box3))) "
2,2_2,2_2,2_2_6,TRUE,11,The player thinks that box 3 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) "
2,2_2,2_2,2_2_7,TRUE,11,The player thinks that box 1 is empty.,"believes(player, formula(empty(box1))) "
2,2_2,2_2,2_2_8,TRUE,11,The player believes that box 3 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) "
2,2_2,2_2,2_2_9,TRUE,11,The player believes that box 3 is more likely to contain a red key than box 1.,"believes(player, more(likely, exists(and(key(K), iscolor(K, red)), inside(K, box3)), exists(and(key(K), iscolor(K, red)), inside(K, box1)))) "
2,2_2,2_3,2_3_1,FALSE,11,The player believes box 3 is empty.,"believes(player, formula(empty(box3))) "
2,2_2,2_3,2_3_2,FALSE,11,The player believes box 1 or box 2 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box2))))) "
2,2_2,2_3,2_3_3,FALSE,11,The player expects to find a red key in box 1 or 3.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box3))))) "
2,2_2,2_3,2_3_4,FALSE,11,The player thinks that there's more likely to be a red key in box 1 or 3 than box 2.,"believes(player, more(likely, exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box3))), exists(and(key(K), iscolor(K, red)), inside(K, box2)))) "
2,2_2,2_3,2_3_5,FALSE,11,The player believes that box 3 does not contain a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box3))))) "
2,2_2,2_3,2_3_6,FALSE,11,The player believes that box 2 does not contain a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box2))))) "
2,2_2,2_3,2_3_7,FALSE,11,The player thinks that box 1 most likely contains a red key.,"believes(player, most(likely, exists(and(key(K), iscolor(K, red)), inside(K, box1)))) "
2,2_2,2_3,2_3_8,FALSE,11,The player believes that box one holds a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) "
2,2_2,2_3,2_3_9,FALSE,11,The player believes that box two does not hold a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box2))))) "
2,2_2,2_3,2_3_10,FALSE,11,The player believes that box 1 has a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) "
2,2_2,2_3,2_3_11,FALSE,11,The player believes that box 2 is empty.,"believes(player, formula(empty(box2))) "
2,2_2,2_3,2_3_12,FALSE,11,The player believes that box 3 is empty.,"believes(player, formula(empty(box3))) "
2,2_2,2_3,2_3_13,FALSE,11,The player thinks that box 1 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) "
2,2_2,2_3,2_3_14,FALSE,11,The player thinks that boxes 2 and 3 might or might not contain a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3))))) "
2,2_3,2_1,2_1_1,FALSE,10,The player thinks box 2 might have a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) "
2,2_3,2_1,2_1_2,FALSE,10,The player believes box 3 does not have a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box3))))) "
2,2_3,2_1,2_1_3,FALSE,10,The player believes box one would have the red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) "
