map_id,plan_id,statement,gold_formula,formula
1,1_3,The player currently believes that box 3 does not contain the blue key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, blue)), inside(K, box3))))) ","believes(player, formula(not(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))))"
1,1_3,The player believes there may be a key in box 1.,"believes(player, may(exists(key(K), inside(K, box1)))) ","believes(player, may(exists(key(K), inside(K, box1))))"
1,1_3,The player believes there may be a key in box 3.,"believes(player, may(exists(key(K), inside(K, box3)))) ","believes(player, may(exists(key(K), inside(K, box3))))"
1,1_3,The player believes that the key is in box number one.,"believes(player, formula(exists(key(K), inside(K, box1)))) ","believes(player, formula(exists(key(K), inside(K, box1))))"
1,1_3,The player believes that the third box is empty.,"believes(player, formula(empty(box3))) ","believes(player, formula(empty(box3)))"
1,1_3,The player believes the blue key is in box 1.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) ","believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1))))"
1,1_3,The player believes that box 1 contains the key.,"believes(player, formula(exists(key(K), inside(K, box1)))) ","believes(player, formula(exists(key(K), inside(K, box1))))"
1,1_3,The player believes that box 3 is empty.,"believes(player, formula(empty(box3))) ","believes(player, formula(empty(box3)))"
1,1_3,The player believes that box 1 might have a blue key.,"believes(player, might(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) ","believes(player, might(exists(and(key(K), iscolor(K, blue)), inside(K, box1))))"
1,1_3,"The player believes that if box 1 does not have a blue key, then box 3 has a blue key.","believes(player, formula(imply(not(exists(and(key(K), iscolor(K, blue)), inside(K, box1))), exists(and(key(K), iscolor(K, blue)), inside(K, box3))))) ","believes(player, formula(imply(not(exists(and(key(K), iscolor(K, blue)), inside(K, box1))), exists(and(key(K), iscolor(K, blue)), inside(K, box3)))))"
1,1_3,The player believes there might be a key in box 1.,"believes(player, might(exists(key(K), inside(K, box1)))) ","believes(player, might(exists(key(K), inside(K, box1))))"
1,1_3,The player believes there might be a key in box 2.,"believes(player, might(exists(key(K), inside(K, box2)))) ","believes(player, might(exists(key(K), inside(K, box2))))"
1,1_3,The player is uncertain about the contents of box 3.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box3)), iscolor(K, C))) ","ncertain_about(player, color(C), exists(and(key(K), inside(K, box3)), iscolor(K, C))"
2,2_1,The player thinks box 2 might have a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
2,2_1,The player believes box 3 does not have a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box3))))) ","believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box3)))))"
2,2_1,The player believes box one would have the red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
2,2_1,The player believes that box two has the red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
2,2_1,The player believes the red key may be in box 2.,"believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
2,2_1,The player believes if the red key is not in box 2 then it must be in box 3.,"believes(player, formula(imply(not(exists(and(key(K), iscolor(K, red)), inside(K, box2))), exists(and(key(K), iscolor(K, red)), inside(K, box3))))) ","believes(player, formula(imply(not(exists(and(key(K), iscolor(K, red)), inside(K, box2))), exists(and(key(K), iscolor(K, red)), inside(K, box3)))))"
2,2_1,The player believes box 2 might hold a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
2,2_1,The player believes there should be a key in box 2.,"believes(player, should(exists(key(K), inside(K, box2)))) ","believes(player, should(exists(key(K), inside(K, box2))))"
2,2_1,The player is unsure what color the key in box 2 will be.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box2)), iscolor(K, C))) ","ncertain_about(player, color(C), exists(and(key(K), inside(K, box2)), iscolor(K, C)))"
2,2_1,The player is hoping the key in box 2 will be red.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
2,2_1,The player believes that box 2 and 3 has keys.,"believes(player, formula(and(exists(key(K), inside(K, box2)), exists(key(K), inside(K, box3))))) ","believes(player, formula(and(exists(key(K), inside(K, box2)), exists(key(K), inside(K, box3)))))"
2,2_1,The player believes that box 3 is empty.,"believes(player, formula(empty(box3))) ","believes(player, formula(empty(box3)))"
2,2_1,The player believes that box 2 has a key.,"believes(player, formula(exists(key(K), inside(K, box2)))) ","believes(player, formula(exists(key(K), inside(K, box2))))"
2,2_1,The player knows that box 1 did not have the red key.,"knows_that(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box1))))) ","knows_that(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box1)))))"
2,2_1,The player believes that box 2 might have the red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
2,2_2,The player believes that box 3 might have a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
2,2_2,The player believes that box 1 might be empty.,"believes(player, might(empty(box1))) ","believes(player, might(empty(box1)))"
2,2_2,The player thinks there is a key in box 3.,"believes(player, formula(exists(key(K), inside(K, box3)))) ","believes(player, formula(exists(key(K), inside(K, box3))))"
2,2_2,The player believes that box 1 contains a key.,"believes(player, formula(exists(key(K), inside(K, box1)))) ","believes(player, formula(exists(key(K), inside(K, box1))))"
2,2_2,The player believes that box 3 is empty.,"believes(player, formula(empty(box3))) ","believes(player, formula(empty(box3)))"
2,2_2,The player thinks that box 3 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
2,2_2,The player thinks that box 1 is empty.,"believes(player, formula(empty(box1))) ","believes(player, formula(empty(box1)))"
2,2_2,The player believes that box 3 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
2,2_2,The player believes that box 3 is more likely to contain a red key than box 1.,"believes(player, more(likely, exists(and(key(K), iscolor(K, red)), inside(K, box3)), exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, more(likely, exists(and(key(K), iscolor(K, red)), inside(K, box3)), exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
2,2_3,The player believes box 3 is empty.,"believes(player, formula(empty(box3))) ","believes(player, formula(empty(box3)))"
2,2_3,The player believes box 1 or box 2 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box2))))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box2)))))"
2,2_3,The player expects to find a red key in box 1 or 3.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box3))))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box3)))))"
2,2_3,The player thinks that there's more likely to be a red key in box 1 or 3 than box 2.,"believes(player, more(likely, exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box3))), exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, more(likely, exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box3))), exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
2,2_3,The player believes that box 3 does not contain a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box3))))) ","believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box3)))))"
2,2_3,The player believes that box 2 does not contain a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box2))))) ","believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box2)))))"
2,2_3,The player thinks that box 1 most likely contains a red key.,"believes(player, most(likely, exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, most(likely, exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
2,2_3,The player believes that box one holds a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
2,2_3,The player believes that box two does not hold a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box2))))) ","believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box2)))))"
2,2_3,The player believes that box 1 has a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
2,2_3,The player believes that box 2 is empty.,"believes(player, formula(empty(box2))) ","believes(player, formula(empty(box2)))"
2,2_3,The player believes that box 3 is empty.,"believes(player, formula(empty(box3))) ","believes(player, formula(empty(box3)))"
2,2_3,The player thinks that box 1 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
2,2_3,The player thinks that boxes 2 and 3 might or might not contain a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3))))) ","believes(player, formula(or(might(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3)))), might(not(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3)))))))"
3,3_1,The player knows box 3 contains a blue key.,"knows_that(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) ","knows_that(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3))))"
3,3_1,The player knows box 1 contains a red key.,"knows_that(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","knows_that(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
3,3_1,The player believes that box 3 has a blue key.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3))))"
3,3_1,The player believes that box 1 contains the red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
3,3_1,The player believes that box 1 likely holding a blue key.,"believes(player, likely(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) ","believes(player, likely(exists(and(key(K), iscolor(K, blue)), inside(K, box1))))"
3,3_1,The player believes that box 3 holds the blue key.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3))))"
3,3_1,The player believes box 2 is least likely to hold the blue key.,"believes(player, least(likely, box2, B, box(B), exists(and(key(K), iscolor(K, blue)), inside(K, B)))) ","believes(player, least(likely, exists(and(key(K), iscolor(K, blue)), inside(K, box2)), B, box(B), exists(and(key(K), iscolor(K, blue)), inside(K, B))))"
3,3_1,The player believes box 2 has the blue key.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box2)))) ","believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box2))))"
3,3_1,The player believes there is a red key in box 1.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
3,3_1,The player believes there is a chance box 1 is empty.,"believes(player, might(empty(box1))) ","believes(player, may(empty(box1)))"
3,3_2,The player thinks one of the boxes contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), exists(box(B), inside(K, B))))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box2), inside(K, box3), inside(K, box4))))"
3,3_2,The player does not know which box contains a red key.,"not_knows_about(player, box(B), exists(and(key(K), iscolor(K, red)), inside(K, B))) ","not_knows_about(player, box(B), exists(and(key(K), iscolor(K, red)), inside(K, B)))"
3,3_2,The player believes that boxes two and three have a key.,"believes(player, formula(and(exists(key(K), inside(K, box2)), exists(key(K), inside(K, box3))))) ","believes(player, formula(and(exists(key(K), inside(K, box2)), exists(key(K), inside(K, box3)))))"
3,3_2,The player believes that box 2 may contain the red key.,"believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
3,3_2,The player believes that box 1 or 2 contain the red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box2))))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box2)))))"
3,3_2,The player thinks there may be a key in box 2.,"believes(player, may(exists(key(K), inside(K, box2)))) ","believes(player, may(exists(key(K), inside(K, box2))))"
3,3_2,The player believes box 2 might possibly hold the red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
3,3_2,The player believes box 2 has a key.,"believes(player, formula(exists(key(K), inside(K, box2)))) ","believes(player, formula(exists(key(K), inside(K, box2))))"
3,3_2,The player believes that box 2 contains the red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
3,3_2,The player believes that box 1 is empty.,"believes(player, formula(empty(box1))) ","believes(player, formula(empty(box1)))"
3,3_2,The player believes that the blue key is in box 3.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3))))"
3,3_2,The player believes the pink key is in box 2.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, formula(exists(and(key(K), iscolor(K, pink)), inside(K, box2))))"
3,3_3,The player believes that box 3 will either be empty or have a blue key.,"believes(player, formula(or(empty(box3), exists(and(key(K), iscolor(K, blue)), inside(K, box3))))) ","believes(player, formula(or(empty(box3), exists(and(key(K), iscolor(K, blue)), inside(K, box3)))))"
3,3_3,The player is unsure whether the blue key is in box 3 or 1.,"uncertain_if(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3))), formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) ","ncertain_if(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3))), formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1))))"
3,3_3,The player believes that box 3 holds a blue key for sure.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3))))"
3,3_3,The player believes that box 3 is not empty.,"believes(player, formula(not(empty(box3)))) ","believes(player, formula(not(empty(box3))))"
3,3_3,The player believes a blue key is found in either box 3 or box 1.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), or(inside(K, box3), inside(K, box1))))) ","believes(player, formula(exists(and(key(K), iscolor(K, blue)), or(inside(K, box3), inside(K, box1)))))"
3,3_3,The player believes a blue key is most likely inside box 3.,"believes(player, most(likely, exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) ","believes(player, most(likely, exists(and(key(K), iscolor(K, blue)), inside(K, box3))))"
3,3_3,The player knows that box 1 does not have the blue key.,"knows_that(player, formula(not(exists(and(key(K), iscolor(K, blue)), inside(K, box1))))) ","knows_that(player, formula(not(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))))"
3,3_3,The player believes that box 3 has the blue key.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3))))"
4,4_1,The player believes box 2 or box 3 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3))))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3)))))"
4,4_1,The player believes box 1 is likely empty.,"believes(player, likely(empty(box1))) ","believes(player, likely(empty(box1)))"
4,4_1,The player expects to find a red key in box 2 or 3.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3))))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3)))))"
4,4_1,The player thinks that there's more likely to be a red key in box 2 or 3 than box 1.,"believes(player, more(likely, exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3))), exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, more(likely, exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3))), exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
4,4_1,The player believes that box 1 does not contain a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box1))))) ","believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box1)))))"
4,4_1,The player believes that either box 2 or 3 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3))))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3)))))"
4,4_1,The player believes box one does not hold a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box1))))) ","believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box1)))))"
4,4_1,The player believes box two or three holds the red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3))))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3)))))"
4,4_1,The player believes that box 2 or 3 contain a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3))))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3)))))"
4,4_1,The player believes that box 1 is empty.,"believes(player, formula(empty(box1))) ","believes(player, formula(empty(box1)))"
4,4_1,The player believes that box 2 or box 3 might hold a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3))))) ","believes(player, might(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3)))))"
4,4_1,The player believes that box 1 might hold a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
4,4_1,The player thinks box 1 is empty.,"believes(player, formula(empty(box1))) ","believes(player, formula(empty(box1)))"
4,4_1,The player believes the keys are in box 2 & 3.,"believes(player, formula(and(exists(key(K), inside(K, box2)), exists(key(K), inside(K, box3))))) ","believes(player, formula(and(exists(key(K), inside(K, box2)), exists(key(K), inside(K, box3)))))"
4,4_1,The player believes that there is no key in box 1.,"believes(player, formula(not(exists(key(K), inside(K, box1))))) ","believes(player, formula(not(exists(key(K), inside(K, box1)))))"
4,4_1,The player believes that box 2 or 3 has a key.,"believes(player, formula(exists(key(K), or(inside(K, box2), inside(K, box3))))) ","believes(player, formula(exists(key(K), or(inside(K, box2), inside(K, box3))))."
4,4_2,The player believes there could be a red key in box 3.,"believes(player, could(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, could(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
4,4_2,The player believes that box 3 may contain a red key.,"believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
4,4_2,The player knows that box 2 is empty.,"knows_that(player, formula(empty(box2))) ","knows_that(player, formula(empty(box2)))"
4,4_2,The player thinks a red key is in box 3.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
4,4_2,The player believes a red key is in box 3.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
4,4_2,The player believes that box 3 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
4,4_2,The player is sure that box 1 and 2 are empty.,"certain(player, formula(and(empty(box1), empty(box2)))) ","certain(player, formula(and(empty(box1), empty(box2))))"
4,4_2,The player believes there is a blue key in box 3.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box3))))"
4,4_2,The player believes that box 3 is empty.,"believes(player, formula(empty(box3))) ","believes(player, formula(empty(box3)))"
4,4_2,The player thinks that box 3 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
4,4_3,The player believes that box 2 may contain a red key.,"believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
4,4_3,The player believes box 1 may contain a red key.,"believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
4,4_3,The player believes box 1 or box 2 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box2))))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box2)))))"
4,4_3,The player believes box 2 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
4,4_3,The player believes box 1 is empty.,"believes(player, formula(empty(box1))) ","believes(player, formula(empty(box1)))"
4,4_3,The player believes that box 1 does not contain a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box1))))) ","believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box1)))))"
4,4_3,The player thinks that box 2 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
4,4_3,The player believes that box one does not hold a key.,"believes(player, formula(not(exists(key(K), inside(K, box1))))) ","believes(player, formula(not(exists(key(K), inside(K, box1)))))"
4,4_3,The player believes box two holds a second red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
4,4_3,The player thinks a red key is in box 2.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
4,4_3,The player believes that one of the boxes has a key.,"believes(player, formula(exists(box(B), exists(key(K), inside(K, B))))) ","believes(player, formula(exists(key(K), or(inside(K, box1), inside(K, box2), inside(K, box3), inside(K, box4))))"
4,4_3,The player is unsure which box has a key.,"not_knows_about(player, box(B), exists(key(K), inside(K, B))) ","ncertain_about(player, box(B), exists(key(K), inside(K, B)))"
4,4_3,The player believes that box 2 is full.,"believes(player, formula(not(empty(box2)))) ","believes(player, formula(not(empty(box2))))"
